@relation caracteristicas

                         @attribute krusty_hair real
                         @attribute krusty_tshirt real
                         @attribute krusty_face real
                         @attribute ned_hair real
                         @attribute ned_tshirt real
                         @attribute ned_pants real
                         @attribute classe {Krusty, Ned}

                         @data

                      0.0,0.5281177156177156,0.14022435897435898,29.62831439393939,22.869318181818183,0.416120337995338,Ned
2.861979166666667,0.6009114583333334,0.0,15.932291666666668,3.467447916666667,0.0,Ned
5.625651041666667,0.7578125,0.0,2.1901041666666665,0.34765625,0.0,Krusty
16.037760416666664,9.373046875,0.0,1.5904947916666665,0.49869791666666663,0.0,Krusty
0.68359375,10.34765625,0.0,4.298177083333334,0.4270833333333333,0.0,Krusty
0.01953125,0.6357758620689655,0.0,33.609913793103445,16.403556034482758,0.0,Ned
3.521686422413793,9.75383890086207,4.96935614224138,12.77209051724138,0.8846309267241379,4.807381465517242,Krusty
1.243656517094017,22.235159588675213,1.2449085202991452,2.541983840811966,0.4569811698717949,17.088174412393162,Krusty
0.07011217948717949,4.237689393939394,0.0,18.168159965034967,11.291703088578089,0.17300407925407926,Ned
1.5813802083333333,6.08203125,0.0,4.329427083333334,0.388671875,0.0,Krusty
0.1294045781893004,3.247974537037037,0.0,35.42872299382716,4.860307355967078,0.0,Krusty
0.001821095571095571,0.424770541958042,0.1821095571095571,25.875491695804197,5.196496212121212,3.174169580419581,Ned
10.29094827586207,8.536503232758621,0.0,1.3658405172413794,0.40948275862068967,0.0,Krusty
1.9231770833333333,14.192708333333334,0.0,9.608072916666668,3.585286458333333,0.0,Krusty
0.8861080383480826,0.8457780235988202,0.1739952064896755,8.14551069321534,1.0151640855457227,0.6176253687315635,Ned
3.8244524572649574,1.0283119658119657,0.0,3.3895900106837606,0.5542200854700855,0.0,Krusty
0.02640588578088578,0.5208333333333333,0.0,28.178722319347322,15.189758158508159,0.26041666666666663,Ned
0.5353009259259259,3.870081018518518,0.0,26.01433899176955,13.876028806584362,0.0,Ned
4.439132462686567,9.861240671641792,0.3708022388059702,1.501865671641791,0.26702425373134325,3.33955223880597,Krusty
0.662042025862069,6.906654094827585,0.0,22.377424568965516,12.198949353448276,0.0,Ned
0.12779706790123457,16.51154192386831,0.0,1.8164866255144032,0.1511059670781893,0.0,Krusty
3.265625,8.607747395833334,0.008138020833333332,13.592122395833334,2.5325520833333335,2.043294270833333,Krusty
1.2584635416666667,2.033854166666667,3.0940755208333335,9.401692708333332,2.318684895833333,1.6041666666666665,Krusty
0.0,0.0,0.0,6.968172422178988,4.120561770428015,0.0,Ned
0.6829108391608392,2.441178613053613,0.00819493006993007,11.226143648018647,15.652316433566432,1.5042249417249418,Ned
0.8865082335329341,20.739380613772454,0.0,2.6279472305389224,0.10642776946107783,0.5590381736526946,Krusty
0.7184019183168318,34.17485303217821,0.18564356435643564,14.891127784653465,0.3703202351485148,8.659498762376238,Krusty
2.6483731995884776,0.6711355452674898,0.0,30.334522890946502,7.506269290123457,0.0,Ned
0.06026472650771388,3.64437237026648,0.0,18.83710992286115,4.656819775596073,18.36266216690042,Krusty
